Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level														Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Aang's Robe	Clothes	Fire & Air Mega Pack	---	160	7	110000	7200	02:00:00	15.28	24500	3.4	368	1840	502	202		Tailor	18	Wizard	14	---	---		---	---	155	---	---	---	39	---	---	---	---		Breeze Element	Superior	1	Silk Scarab	---	4		---	135	8	---	---		Air	---		Component Quality Reduced	10	-31 Leather Spent	24	-25% Craft Time Reduction	44	x1.25 Value Increase	70	Quality Chance x2	110		-8 Fabric Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		235	525	105	675
Shaman Vestment	Clothes	---	35	---	8	190000	16200	04:30:00	11.73	35500	2.19	533	2665	896	198		Tailor	21	Wizard	17	---	---		---	---	214	---	---	---	57	---	8	---	---		Overgrown Vine	---	4	Moon Crystal	---	7		---	165	---	---	---		---	---		-25% Craft Time Reduction	11	-43 Leather Spent	28	Blueprint: Astravestimenta	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-3 Moon Crystal Spent	35		310	685	135	925
Cupid Robes	Clothes	Valentine 2023 Mega Pack	---	180	8	215000	19200	05:20:00	11.2	39000	2.03	585	2925	1756	265		Tailor	22	Wizard	18	---	---		57	---	229	---	---	---	62	---	---	---	---		Ancient Marble	---	6	---	---	---		---	175	11	---	---		Fire	---		-25% Craft Time Reduction	11	-46 Leather Spent	28	x1.25 Value Increase	50	-19 Fabric Spent	80	Quality Chance x2	125		-29 Iron Spent	35	+10% Multicraft Chance	35	-1 Ancient Marble Spent	35		325	725	145	995
Luxurious Attire	Clothes	Luxurious Chest	---	---	8	400000	16800	04:40:00	23.81	42000	2.5	630	3150	1118	222		Tailor	21	Wizard	17	---	---		---	---	214	---	---	---	57	---	---	8	---		Golden Artifact	---	4	Silk Scarab	---	4		---	185	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-43 Leather Spent	26	x1.25 Value Increase	46	-11 Fabric Spent	70	Quality Chance x2	110		-2 Jewels Spent	35	+10% Multicraft Chance	35	-4 Silk Scarab Spent	35		330	730	145	1065
Astravestimenta	Clothes	---	45	---	9	335000	16800	04:40:00	19.94	42000	2.5	630	3150	1224	222		Tailor	22	Wizard	18	---	---		---	---	244	---	---	---	67	---	13	---	---		Thread of Fate	---	4	Evil Eye	---	6		---	185	---	---	---		---	---		-25% Craft Time Reduction	10	-49 Leather Spent	26	Blueprint: Archmage Raiments	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Ether Spent	40	-3 Evil Eye Spent	40	+10% Multicraft Chance	40		405	900	180	1065
Ostara Vest	Clothes	Easter Mega Pack	---	200	9	385000	20400	05:40:00	18.87	45500	2.23	683	3415	1589	266		Tailor	23	Wizard	19	---	---		---	---	259	---	---	---	72	---	16	---	---		Ghastly Pennant	---	3	White Sand	---	7		48	190	---	---	---		---	Bunny Hops		-25% Craft Time Reduction	10	-52 Leather Spent	26	x1.25 Value Increase	46	-14 Fabric Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-3 White Sand Spent	40	+10% Multicraft Chance	40		430	960	190	1140
Desert Threads	Clothes	Sultan's Finest Mega Pack	---	200	9	410000	24600	06:50:00	16.67	49000	1.99	735	3675	1847	305		Tailor	24	Wizard	20	---	---		---	---	275	---	---	---	77	---	19	---	---		Spooky Ectoplasm	---	4	Silk Scarab	---	3		---	200	13	---	---		Fire	---		-25% Craft Time Reduction	10	-55 Leather Spent	26	x1.25 Value Increase	46	-15 Fabric Spent	70	Quality Chance x2	110		-4 Ether Spent	40	-3 Silk Scarab Spent	40	+10% Multicraft Chance	40		445	990	200	1220
Archmage Raiments	Clothes	---	60	---	10	595000	34800	09:40:00	17.1	56500	1.62	848	4240	2200	264		Tailor	25	Wizard	21	Priestess	18		---	---	306	---	---	---	87	---	25	---	---		Crystal Lullaby	---	4	Ghastly Pennant	---	3		---	220	---	---	---		---	---		-20% Craft Time Reduction	9	-61 Leather Spent	22	Blueprint: Djinn Robes	40	x1.25 Value Increase	65	Quality Chance x2	100		-5 Ether Spent	45	-3 Ghastly Pennant Spent	45	+10% Multicraft Chance	45		800	1775	355	2480
Republic Garments	Clothes	Republic Day Superior Offer	---	250	10	620000	34800	09:40:00	17.82	56500	1.62	848	4240	2451	334		Tailor	25	Wizard	21	Priestess	18		---	---	306	---	---	---	87	---	25	---	---		Precious Shell	---	4	---	---	---		---	220	14	---	---		---	---		-25% Craft Time Reduction	9	-61 Leather Spent	22	x1.25 Value Increase	40	-17 Fabric Spent	65	Quality Chance x2	100		-5 Ether Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		815	1810	360	2480
Djinn Robes	Clothes	---	85	---	11	1350000	50400	14:00:00	26.79	97500	1.93	1463	7315	2889	324		Tailor	27	Wizard	23	Priestess	20		---	---	338	---	---	---	98	---	31	---	---		Sigil of Spark	---	1	Zirconia Eggshell	---	3		---	270	---	---	---		---	---		-20% Craft Time Reduction	6	-68 Leather Spent	16	Blueprint: Exarch Robes	28	x1.25 Value Increase	45	Quality Chance x2	70		-68 Leather Spent	60	-8 Ether Spent	60	+10% Multicraft Chance	60		1025	2280	455	2790
Moonlight Kimono	Clothes	Moon Festival Mega Pack	---	300	11	1550000	50400	14:00:00	30.75	97500	1.93	1463	7315	3218	378		Tailor	27	Priestess	23	Wizard	20		---	---	338	---	---	---	98	---	31	---	---		Sigil of Spark	---	1	Crystal Lullaby	---	4		68	270	---	---	---		Dark	---		-20% Craft Time Reduction	6	-85 Leather Spent	16	-25 Fabric Spent	28	x1.25 Value Increase	45	Quality Chance x2	70		-8 Ether Spent	60	-1 Crystal Lullaby Spent	60	+10% Multicraft Chance	60		1095	2435	485	2790
Tiger Emperor's Robe	Clothes	Year of the Tiger Mega Pack	---	300	11	1700000	60000	16:40:00	28.33	105000	1.75	1575	7875	3479	426		Tailor	27	Priestess	23	Wizard	20		---	---	354	---	---	---	103	---	---	25	---		Sigil of Spark	---	1	Boreal Gale	---	3		---	280	18	---	---		---	Tiger Power		-89 Leather Spent	6	-26 Fabric Spent	16	x1.25 Value Increase	28	-30% Craft Time Reduction	45	Quality Chance x2	70		-5 Jewels Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1145	2545	510	2950
Exarch Robes	Clothes	---	125	---	12	2450000	102600	28:30:00	23.88	210000	2.05	3150	15750	4930	426		Tailor	30	Wizard	26	Priestess	23		---	---	404	---	---	---	123	---	46	---	---		Sigil of True Spark	---	1	Raw Obsidian	---	2		---	355	---	---	---		Light	---		-20% Craft Time Reduction	6	-18 Fabric Spent	14	x1.25 Value Increase	26	Blueprint: Voidminster Habit	40	Quality Chance x2	60		-121 Leather Spent	80	-14 Ether Spent	80	+10% Multicraft Chance	80		1365	3030	605	3465
Soulbinder Regalia	Clothes	Immortal Superior Pack	---	350	12	2600000	102600	28:30:00	25.34	210000	2.05	3150	15750	4943	497		Tailor	30	Wizard	26	Priestess	23		---	---	390	---	---	---	115	---	---	34	---		Sigil of True Spark	---	1	Grim Talon	---	3		89	355	---	---	---		Dark	---		-25% Craft Time Reduction	6	-59 Leather Spent	14	x1.25 Value Increase	26	-23 Fabric Spent	40	Quality Chance x2	60		-1 Grim Talon Spent	80	-10 Jewels Spent	80	+10% Multicraft Chance	80		1405	3120	625	3465
Opulent Vestment	Clothes	Opulent Chest	---	---	12	5000000	102600	28:30:00	48.73	210000	2.05	3150	15750	5488	426		Tailor	30	Wizard	26	Priestess	23		---	---	404	---	---	---	123	---	46	---	---		Opulent Jewel	---	6	Silk Scarab	---	10		---	355	---	---	---		Gold	Quetzalcoatl Spirit		-25% Craft Time Reduction	6	-25 Fabric Spent	14	-81 Leather Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-9 Ether Spent	80	-1 Opulent Jewel Spent	80	+10% Multicraft Chance	80		1440	3205	640	3465
Garb of the Primordial	Clothes	Molten Chest	---	---	12	2600000	120600	33:30:00	21.56	220000	1.82	3300	16500	6249	544		Tailor	31	Wizard	27	Priestess	24		---	---	421	---	---	---	134	---	50	---	---		Sigil of True Spark	---	1	Monster Manual	Normal	2		---	453	---	---	---		---	---		-20% Craft Time Reduction	6	-27 Fabric Spent	14	x1.25 Value Increase	26	-1 Monster Manual Spent	40	Quality Chance x2	60		-84 Leather Spent	80	-15 Ether Spent	80	+10% Multicraft Chance	80		1375	3060	610	3645
Ice Queen's Silks	Clothes	Polar Unicorn Mega Pack	---	350	12	2750000	122400	34:00:00	22.47	220000	1.8	3300	16500	5884	553		Tailor	31	Wizard	27	Priestess	24		---	---	421	---	---	---	134	---	---	38	---		Sigil of True Spark	---	1	Zirconia Eggshell	---	4		---	365	23	---	---		Water	---		-20% Craft Time Reduction	6	-27 Fabric Spent	14	x1.25 Value Increase	26	-20% Craft Time Reduction	40	Quality Chance x2	60		-27 Fabric Spent	80	-8 Jewels Spent	80	+10% Multicraft Chance	80		1440	3205	640	3645
Voidminster Habit	Clothes	---	200	---	13	5500000	174600	48:30:00	31.5	245000	1.4	3675	18375	7680	540		Tailor	34	Wizard	30	Priestess	27		---	---	446	---	---	---	---	---	54	---	6		Astral Fabric	---	3	Boreal Gale	---	2		---	450	---	---	---		Dark	---		-20% Craft Time Reduction	4	-8 Ether Spent	10	x1.25 Value Increase	18	-89 Leather Spent	30	Quality Chance x2	45		-67 Leather Spent	100	-2 Essence Spent	100	+10% Multicraft Chance	100		2010	4470	895	4015
Sturdy Cap	Helmet	---	---	---	1	60	15	00:00:15	4	140	9.33	2	10	1	10		Blacksmith	1	---	---	---	---		5	---	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	8	---	---	---		---	---		x1.5 Value Increase	7	Blueprint: Warrior Helmet	18	-1 Iron Spent	32	Quality Chance x2	50	Quality Chance x3	80		-3 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	15	5	15
Warrior Helmet	Helmet	---	1	---	2	350	110	00:01:50	3.18	905	8.23	14	70	13	28		Blacksmith	2	---	---	---	---		12	---	6	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	23	---	---	---		---	---		x1.5 Value Increase	8	Blueprint: Horned Helm	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-9 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	35	5	55
Horned Helm	Helmet	---	3	---	3	1250	300	00:05:00	4.17	2800	9.33	42	210	21	50		Blacksmith	3	---	---	---	---		17	---	---	---	---	---	---	---	---	---	---		Iron Pine Cone	---	3	---	---	---		---	42	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Raider Helm	32	-3 Iron Spent	50	Quality Chance x3	80		-1 Iron Pine Cone Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	60	10	110
Raider Helm	Helmet	---	6	---	4	3200	520	00:08:40	6.15	4750	9.13	71	355	35	67		Blacksmith	6	---	---	---	---		26	---	---	---	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		---	56	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Knight Heaume	32	-5 Iron Spent	50	Quality Chance x2	80		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		45	95	20	165
Knight Heaume	Helmet	---	10	---	5	9450	1320	00:22:00	7.16	10500	7.95	158	790	81	106		Blacksmith	10	Master	1	---	---		49	---	---	---	10	---	---	---	---	---	---		Warrior Helmet	Normal	1	Rustwyrm Scale	---	3		---	88	---	---	---		---	---		-25% Craft Time Reduction	8	-10 Iron Spent	20	Blueprint: Paladin Helm	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		70	160	30	295
Brinewater Helm	Helmet	Slimy Chest	---	---	5	23500	1740	00:29:00	13.51	12500	7.18	188	940	119	160		Blacksmith	11	Master	1	---	---		60	---	---	---	12	---	---	---	---	---	---		Rustwyrm Scale	---	4	---	---	---		---	133	---	---	---		---	---		-25% Craft Time Reduction	9	-12 Iron Spent	22	x1.25 Value Increase	40	-6 Iron Spent	60	Quality Chance x2	95		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		85	190	40	335
Eagle Helm	Helmet	Freedom Pack	---	120	5	15000	1740	00:29:00	8.62	12500	7.18	188	940	119	145		Blacksmith	11	Master	1	---	---		60	---	30	---	---	---	---	---	---	---	---		Deep Pearl	---	3	---	---	---		---	96	6	---	---		Air	Eagle Accuracy		-20% Craft Time Reduction	9	-12 Iron Spent	22	x1.25 Value Increase	40	-20% Craft Time Reduction	60	Quality Chance x2	95		-15 Leather Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		90	200	40	335
Rex Chomper	Helmet	Jurassic Pack	---	120	5	16500	2160	00:36:00	7.64	14000	6.48	210	1050	148	147		Blacksmith	12	Master	1	---	---		---	70	---	---	---	16	---	---	---	---	---		Bronze Fang	---	1	Rustwyrm Scale	---	3		26	105	---	---	---		---	Dinosaur Senses		-20% Craft Time Reduction	9	-18 Wood Spent	22	x1.25 Value Increase	40	-5 Ironwood Spent	60	Quality Chance x2	95		-5 Ironwood Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		95	210	40	375
Paladin Helm	Helmet	---	15	---	6	26000	3300	00:55:00	7.88	18500	5.61	278	1390	216	144		Blacksmith	14	Priestess	10	---	---		99	---	---	---	25	---	---	---	---	---	---		Bronze Fang	---	3	Precious Gem	---	4		---	120	---	---	---		Light	---		-25% Craft Time Reduction	9	-20 Iron Spent	22	Blueprint: Samurai Kabuto	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Steel Spent	25	+10% Multicraft Chance	25	-4 Precious Gem Spent	25		120	265	55	465
Kodiak Helmet	Helmet	Wild Love Mega Pack	---	140	6	37500	4200	01:10:00	8.93	21000	5	315	1575	296	196		Blacksmith	15	Priestess	11	---	---		113	---	---	---	29	---	---	---	---	---	---		Moon Crystal	---	3	Elven Wood	---	4		---	130	8	---	---		---	Bear Vitality		-25% Craft Time Reduction	10	-23 Iron Spent	24	x1.25 Value Increase	44	-6 Steel Spent	70	Quality Chance x2	110		-6 Steel Spent	25	+10% Multicraft Chance	25	-2 Elven Wood Spent	25		140	315	65	515
Fire Nation Helm	Helmet	Fire Nation Superior Pack	---	140	6	39500	4800	01:20:00	8.23	23500	4.9	353	1765	357	196		Blacksmith	16	Tailor	12	---	---		127	---	---	---	33	---	---	---	---	---	---		White Sand	---	3	Deep Pearl	---	2		35	140	---	---	---		Fire	---		-25% Craft Time Reduction	12	-25 Iron Spent	30	x1.25 Value Increase	54	-10 Steel Spent	85	Quality Chance x2	135		-25% Craft Time Reduction	25	+10% Multicraft Chance	25	Quality Chance x2	25		145	320	65	565
Crown of Tyranny	Helmet	Haunted Castle Mega Pack	---	140	6	40000	4800	01:20:00	8.33	23500	4.9	353	1765	350	213		Blacksmith	16	Priestess	12	---	---		125	---	---	---	30	---	---	---	---	---	---		Moon Crystal	---	3	Rustwyrm Scale	---	2		---	140	9	---	---		Dark	---		-25% Craft Time Reduction	12	-25 Iron Spent	30	-6 Steel Spent	54	x1.25 Value Increase	85	Quality Chance x2	135		-1 Moon Crystal Spent	25	+10% Multicraft Chance	25	-6 Steel Spent	25		145	325	65	565
Samurai Kabuto	Helmet	---	25	---	7	86000	7800	02:10:00	11.03	29500	3.78	443	2215	447	192		Blacksmith	18	Master	14	---	---		155	---	---	---	39	---	---	---	---	---	---		Star Metal	---	4	Bronze Fang	---	2		---	160	---	---	---		---	---		-25% Craft Time Reduction	10	-31 Iron Spent	24	Blueprint: General Heaume	44	x1.25 Value Increase	70	Quality Chance x2	110		-8 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		210	465	95	675
Gladiator Helm	Helmet	Augustus Pack	---	160	7	115000	9600	02:40:00	11.98	32500	3.39	488	2440	591	259		Blacksmith	19	Master	15	---	---		170	---	---	---	43	---	---	---	---	---	---		Evil Eye	---	3	Star Metal	---	2		---	170	11	---	---		---	---		-25% Craft Time Reduction	10	-34 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-9 Steel Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		240	535	105	735
Sandcastle Protector	Helmet	Beach Party Pack	---	160	7	120000	9600	02:40:00	12.5	32500	3.39	488	2440	591	238		Blacksmith	19	Master	15	---	---		170	---	---	---	43	---	---	---	---	---	---		White Sand	---	10	---	---	---		43	170	---	---	---		Earth	---		-25% Craft Time Reduction	10	-34 Iron Spent	24	-2 White Sand Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-1 White Sand Spent	30	+10% Multicraft Chance	30	-2 White Sand Spent	30		250	550	110	735
Titan Helm	Helmet	Shop Titans 2023 Mega Pack	---	160	7	135000	11400	03:10:00	11.84	36000	3.16	540	2700	686	243		Blacksmith	20	Master	16	---	---		184	---	---	---	47	---	---	---	---	---	---		Star Metal	---	3	Moon Crystal	---	4		34	180	---	---	---		Light	---		-25% Craft Time Reduction	11	-9 Steel Spent	28	-37 Iron Spent	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Moon Crystal Spent	30	+10% Multicraft Chance	30	-9 Steel Spent	30		260	580	115	795
General Heaume	Helmet	---	35	---	8	185000	14400	04:00:00	12.85	39500	2.74	593	2965	771	228		Blacksmith	21	Master	17	---	---		199	---	---	---	51	---	---	---	---	7	---		Ancient Marble	---	6	---	---	---		---	190	---	---	---		---	---		-25% Craft Time Reduction	11	-40 Iron Spent	28	Blueprint: Berserker Helmet	50	x1.25 Value Increase	80	Quality Chance x2	125		-10 Steel Spent	35	+10% Multicraft Chance	35	-1 Ancient Marble Spent	35		305	675	135	860
Crusader Helmet	Helmet	Timeworn Chest	---	---	8	210000	17400	04:50:00	12.07	43000	2.47	645	3225	1001	284		Blacksmith	21	Master	17	---	---		214	---	---	---	57	---	---	---	---	8	---		Star Metal	---	4	Silk Scarab	---	4		---	237	---	---	---		---	---		-25% Craft Time Reduction	11	-43 Iron Spent	28	x1.25 Value Increase	50	-11 Steel Spent	80	Quality Chance x2	125		-11 Steel Spent	35	+10% Multicraft Chance	35	-2 Silk Scarab Spent	35		315	700	140	925
Warlord Helmet	Helmet	Lunar New Year Pack	---	180	8	255000	21000	05:50:00	12.14	46500	2.21	698	3490	1168	317		Blacksmith	22	Master	18	---	---		229	---	---	---	62	---	---	---	---	10	---		Feathered Hat	Normal	2	Chronos Crystal	---	4		---	210	13	---	---		---	---		-25% Craft Time Reduction	11	-46 Iron Spent	28	x1.25 Value Increase	50	-12 Steel Spent	80	Quality Chance x2	125		-12 Steel Spent	35	+10% Multicraft Chance	35	-2 Feathered Hat Spent	35		355	785	155	995
Berserker Helmet	Helmet	---	45	---	9	325000	18600	05:10:00	17.47	50500	2.72	758	3790	1224	264		Blacksmith	22	Master	18	---	---		244	---	---	---	67	---	---	---	---	13	---		Ghastly Pennant	---	4	Rustwyrm Scale	---	10		---	220	---	---	---		---	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	Blueprint: Juggernaut Furnace	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-5 Rustwyrm Scale Spent	40	+10% Multicraft Chance	40		400	885	175	1065
Centurion Helmet	Helmet	Augustus II Superior Pack	---	200	9	425000	22200	06:10:00	19.14	55000	2.48	825	4125	1589	322		Blacksmith	23	Master	19	---	---		259	---	---	---	72	---	---	---	---	16	---		Thread of Fate	---	4	Deep Pearl	---	5		58	230	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-1 Thread of Fate Spent	40	+10% Multicraft Chance	40		450	1005	200	1140
Juggernaut Furnace	Helmet	---	60	---	10	600000	31800	08:50:00	18.87	63500	2	953	4765	1909	300		Blacksmith	25	Master	21	Jeweler	18		290	---	---	---	82	---	---	---	---	22	---		Deep Coral	---	5	Star Metal	---	5		---	250	---	---	---		Fire	---		-20% Craft Time Reduction	10	-58 Iron Spent	26	Blueprint: Celesteel Heaume	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-2 Star Metal Spent	45	+10% Multicraft Chance	45		800	1780	355	2335
Gobble Lord Helm	Helmet	Thanksgiving Mega Pack	---	250	10	675000	38400	10:40:00	17.58	68500	1.78	1028	5140	2451	392		Blacksmith	25	Master	21	Jeweler	18		306	---	---	---	87	---	---	---	---	25	---		Precious Shell	---	4	Webbed Wing	---	8		---	260	16	---	---		Air	---		-20% Craft Time Reduction	9	-61 Iron Spent	22	x1.25 Value Increase	40	-17 Steel Spent	65	Quality Chance x2	100		-5 Jewels Spent	45	-8 Webbed Wing Spent	45	+10% Multicraft Chance	45		850	1885	375	2480
Opulent Heaume	Helmet	Opulent Chest	---	---	10	1650000	38400	10:40:00	42.97	68500	1.78	1028	5140	2451	312		Blacksmith	25	Master	21	Jeweler	18		306	---	---	---	87	---	---	---	---	25	---		Opulent Jewel	---	5	Silk Scarab	---	5		---	260	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	9	-61 Iron Spent	22	x1.25 Value Increase	40	-17 Steel Spent	65	Quality Chance x2	100		-5 Jewels Spent	45	-2 Silk Scarab Spent	45	+10% Multicraft Chance	45		975	2170	435	2480
Celesteel Heaume	Helmet	---	85	---	11	1200000	54600	15:10:00	21.98	115000	2.11	1725	8625	2889	390		Blacksmith	27	Master	23	Jeweler	20		338	---	---	---	98	---	---	---	---	31	---		Sigil of Might	---	1	Grim Talon	---	3		---	325	---	---	---		Light	---		-20% Craft Time Reduction	6	-68 Iron Spent	16	Blueprint: Vermilion Guard Helm	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Jewels Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		970	2155	430	2790
Canid Helmet	Helmet	Dog Superior Pack	---	300	11	1400000	54000	15:00:00	25.93	115000	2.13	1725	8625	3061	455		Blacksmith	27	Master	23	Jeweler	20		338	---	---	---	98	---	---	---	23	---	---		Sigil of Might	---	1	Bo Staff	Normal	3		81	325	---	---	---		---	Wolf Ferocity		-20% Craft Time Reduction	6	-68 Iron Spent	16	x1.25 Value Increase	28	-20 Steel Spent	45	Quality Chance x2	70		-1 Bo Staff Spent	60	-1 Bo Staff Spent	60	+10% Multicraft Chance	60		1045	2320	465	2790
Cupid's Heaume	Helmet	True Love Superior Pack	---	300	11	1750000	65400	18:10:00	26.76	125000	1.91	1875	9375	3671	513		Blacksmith	27	Master	23	Jeweler	20		354	---	---	---	103	---	---	---	---	34	---		Sigil of Might	---	1	Zirconia Eggshell	---	3		---	340	21	---	---		---	---		-20% Craft Time Reduction	6	-106 Iron Spent	16	x1.25 Value Increase	28	-21 Steel Spent	45	Quality Chance x2	70		-1 Zirconia Eggshell Spent	60	-7 Jewels Spent	60	+10% Multicraft Chance	60		1160	2580	515	2950
Vermilion Guard Helm	Helmet	---	125	---	12	2500000	93600	26:00:00	26.71	235000	2.51	3525	17625	4293	492		Blacksmith	29	Master	25	Jeweler	22		387	---	---	---	113	---	---	---	---	41	---		Sigil of True Might	---	1	Crush Claw	---	2		---	410	---	---	---		Fire	Phoenix Immortality		-20% Craft Time Reduction	6	-77 Iron Spent	14	x1.25 Value Increase	26	Blueprint: Balefire Gaze	40	Quality Chance x2	60		-8 Jewels Spent	80	-34 Steel Spent	80	+10% Multicraft Chance	80		1375	3060	610	3290
Onyx King Helm	Helmet	Checkmate Mega Pack	---	350	12	2850000	93600	26:00:00	30.45	235000	2.51	3525	17625	4782	574		Blacksmith	29	Master	25	Jeweler	22		387	---	---	---	113	---	---	---	---	41	---		Sigil of True Might	---	1	Raw Obsidian	---	3		103	410	---	---	---		Dark	---		-97 Iron Spent	6	-23 Steel Spent	14	x1.25 Value Increase	26	-10 Jewels Spent	40	Quality Chance x2	60		-1 Raw Obsidian Spent	80	-1 Raw Obsidian Spent	80	+10% Multicraft Chance	80		1465	3260	650	3290
