Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level													Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Bronze Circlet	Magician Hat	---	6	---	4	2,050	380	00:06:20	5.39	3,450	9.08	52	260	27	47		Tailor	5	---	1	---	1		---	---	21	5	---	---	---	---	---	---		Silver Dust	---	2	---	---	---		---	39	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Wizard Hat	32	-4 Leather Spent	50	Quality Chance x2	80		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		35	80	15	135
Wizard Hat	Magician Hat	---	9	---	5	8,000	1,050	00:17:30	7.62	8,150	7.76	122	610	93	77		Tailor	9	Wizard	1	---	1		---	---	41	10	---	---	8	---	---	---		Deep Pearl	---	2	Precious Gem	---	2		---	64	---	---	---		---	---		-25% Craft Time Reduction	8	-8 Leather Spent	20	Blueprint: Witch Hat	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Fabric Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		70	150	30	260
Hat of the Four Winds	Magician Hat	Slimy Chest	---	---	5	21,000	1,320	00:22:00	15.91	9,650	7.31	145	725	91	128		Tailor	10	Wizard	1	---	1		---	---	49	12	---	---	---	---	---	---		Living Root	---	4	---	---	---		---	107	---	---	---		---	---		-25% Craft Time Reduction	8	-10 Leather Spent	20	x1.25 Value Increase	36	-2 Herbs Spent	55	Quality Chance x2	85		-2 Herbs Spent	20	+10% Multicraft Chance	20	-1 Living Root Spent	20		80	175	35	295
Ostara Hat	Magician Hat	Easter Galore Mega Pack	---	120	5	14,000	1,680	00:28:00	8.33	11,500	6.85	173	865	169	106		Tailor	11	Wizard	4	---	1		---	---	60	15	---	---	12	---	---	---		Deep Pearl	---	2	Precious Gem	---	2		19	76	---	---	---		---	---		-25% Craft Time Reduction	9	-12 Leather Spent	22	x1.25 Value Increase	40	-3 Herbs Spent	60	Quality Chance x2	95		-2 Fabric Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		90	195	40	335
Witch Hat	Magician Hat	---	15	---	6	18,500	2,400	00:40:00	7.71	15,000	6.25	225	1,125	276	108		Tailor	13	Wizard	8	---	1		---	---	85	21	---	---	21	---	---	---		Memento	Normal	1	White Sand	---	3		---	90	---	---	---		Dark	---		-25% Craft Time Reduction	9	-17 Leather Spent	22	Blueprint: Tactician Hat	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Fabric Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		100	225	45	420
Waterproof Lilycap	Magician Hat	Champions Clash Mega Pack	---	140	6	25,500	3,000	00:50:00	8.5	17,000	5.67	255	1,275	242	138		Tailor	14	Wizard	10	---	4		---	---	99	99	---	---	---	---	---	---		Sweet Grass	Normal	2	Living Root	---	4		25	98	---	---	---		Water	---		-25% Craft Time Reduction	9	-30 Herbs Spent	22	x1.25 Value Increase	40	-1 Living Root Spent	60	Quality Chance x2	95		-30 Leather Spent	25	+10% Multicraft Chance	25	-1 Sweet Grass Spent	25		115	260	50	465
Owl Cowl	Magician Hat	Swamp Survivor Mega Pack	---	140	6	37,000	4,200	01:10:00	8.81	19,500	4.64	293	1,465	465	161		Tailor	15	Wizard	11	---	5		---	---	113	28	---	---	29	---	---	---		Moon Crystal	---	3	Glow Shroom	---	4		---	105	7	---	---		---	Owl Wisdom		-25% Craft Time Reduction	10	-23 Leather Spent	24	x1.25 Value Increase	44	-6 Herbs Spent	70	Quality Chance x2	110		-6 Fabric Spent	25	-1 Moon Crystal Spent	25	+10% Multicraft Chance	25		140	310	60	515
Tactician Hat	Magician Hat	---	25	---	7	62,000	6,000	01:40:00	10.33	24,500	4.08	368	1,840	379	144		Tailor	17	Wizard	13	---	7		---	---	141	---	---	---	36	---	---	---		Silk Scarab	---	4	---	---	---		---	120	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Leather Spent	24	Blueprint: Shaman Hat	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Fabric Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		180	400	80	620
Summoner Hat	Magician Hat	Explorer Pack	---	160	7	105,000	7,200	02:00:00	14.58	27,000	3.75	405	2,025	502	175		Tailor	18	Wizard	14	---	8		---	---	155	---	---	---	39	---	---	---		Star Metal	---	4	---	---	---		31	125	---	---	---		---	Carbuncle Whimsy		-25% Craft Time Reduction	10	-31 Leather Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-8 Fabric Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		230	515	105	675
Ivory Queen Crown	Magician Hat	Checkmate Mega Pack	---	160	7	100,000	7,200	02:00:00	13.89	27,000	3.75	405	2,025	444	190		Tailor	18	Wizard	14	---	8		140	---	---	---	35	---	---	---	---	---		Silk Scarab	---	3	Moon Crystal	---	3		---	125	8	---	---		Light	---		-20% Craft Time Reduction	10	-28 Iron Spent	24	x1.25 Value Increase	44	-1 Moon Crystal Spent	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		225	500	100	675
Shaman Hat	Magician Hat	---	35	---	8	195,000	13,200	03:40:00	14.77	36,000	2.73	540	2,700	771	180		Tailor	21	Wizard	17	---	11		---	---	199	---	---	---	51	---	7	---		Silver Band	Normal	1	Chronos Crystal	---	5		---	150	---	---	---		---	---		-25% Craft Time Reduction	11	-40 Leather Spent	28	Blueprint: Astral Hat	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-1 Silver Band Spent	35		310	690	140	860
Luxurious Headdress	Magician Hat	Luxurious Chest	---	---	8	435,000	18,000	05:00:00	24.17	46,500	2.58	698	3,490	1,366	204		Tailor	22	Wizard	18	---	15		---	---	244	---	---	---	67	---	13	---		Golden Artifact	---	4	Silk Scarab	---	4		---	170	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-49 Leather Spent	26	x1.25 Value Increase	46	-13 Fabric Spent	70	Quality Chance x2	110		-4 Ether Spent	35	+10% Multicraft Chance	35	-2 Silk Scarab Spent	35		340	760	150	1,065
Astral Hat	Magician Hat	---	45	---	9	325,000	19,200	05:20:00	16.93	50,500	2.63	758	3,790	1,425	216		Tailor	23	Wizard	19	---	16		---	---	259	---	---	---	72	---	16	---		Tome of Secrets	Normal	1	Thread of Fate	---	4		---	180	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Leather Spent	26	Blueprint: Opal Diadem	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Ether Spent	40	-1 Thread of Fate Spent	40	+10% Multicraft Chance	40		400	885	175	1,140
Raven Mask	Magician Hat	Victorian Superior Pack	---	200	9	410,000	24,600	06:50:00	16.67	54,500	2.22	818	4,090	1,847	266		Tailor	24	Wizard	20	---	17		---	---	275	---	---	---	77	---	19	---		Silver Thistle	Superior	1	Spooky Ectoplasm	---	4		48	190	---	---	---		---	Eagle Accuracy		-30% Craft Time Reduction	10	Component Quality Reduced	26	x1.25 Value Increase	46	-55 Leather Spent	70	Quality Chance x2	110		-31 Fabric Spent	40	-4 Ether Spent	40	+10% Multicraft Chance	40		445	990	200	1,220
Spellward Hat	Magician Hat	Back to School Superior Offer	---	200	9	420,000	24,000	06:40:00	17.5	54,500	2.27	818	4,090	1,847	288		Tailor	24	Wizard	20	---	17		---	---	275	---	---	---	77	---	19	---		Monster Manual	Superior	1	Ghastly Pennant	---	3		---	190	12	---	---		---	---		-30% Craft Time Reduction	10	Component Quality Reduced	26	x1.25 Value Increase	46	-55 Leather Spent	70	Quality Chance x2	110		-6 Ether Spent	40	-1 Ghastly Pennant Spent	40	+10% Multicraft Chance	40		450	1,000	200	1,220
Opal Diadem	Magician Hat	---	60	---	10	600,000	30,600	08:30:00	19.61	58,500	1.91	878	4,390	1,909	234		Tailor	25	Wizard	21	Priestess	18		---	---	290	---	---	---	82	---	22	---		Precious Shell	---	4	Thread of Fate	---	3		---	195	---	---	---		---	---		-20% Craft Time Reduction	10	-58 Leather Spent	26	Blueprint: Djinn Veil	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Ether Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		800	1,780	355	2,335
Night Crown	Magician Hat	Halloween Mega Pack	---	250	10	670,000	30,600	08:30:00	21.9	58,500	1.91	878	4,390	2,128	273		Tailor	25	Wizard	21	Priestess	18		---	---	290	---	---	---	82	---	22	---		Crystal Lullaby	---	3	Ghastly Pennant	---	3		49	195	---	---	---		Dark	---		-20% Craft Time Reduction	10	-58 Leather Spent	26	x1.25 Value Increase	46	-16 Fabric Spent	70	Quality Chance x2	110		-4 Ether Spent	45	-1 Ghastly Pennant Spent	45	+10% Multicraft Chance	45		845	1,880	375	2,335
Djinn Veil	Magician Hat	---	85	---	11	1,450,000	52,800	14:40:00	27.46	110,000	2.08	1,650	8,250	2,889	306		Tailor	27	Wizard	23	Priestess	20		---	---	338	---	---	---	98	---	31	---		Sigil of Spark	---	1	Boreal Gale	---	4		---	255	---	---	---		---	---		-20% Craft Time Reduction	6	-68 Leather Spent	16	Blueprint: Exarch Mitre	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,060	2,355	470	2,790
Elegant Top Hat	Magician Hat	Victorian Spring Superior Offer	---	300	11	1,500,000	52,800	14:40:00	28.41	110,000	2.08	1,650	8,250	3,218	386		Tailor	27	Wizard	23	Priestess	20		---	---	338	---	---	---	98	---	31	---		Sigil of Spark	---	1	Precious Shell	---	5		---	255	16	---	---		---	---		-20% Craft Time Reduction	6	-68 Leather Spent	16	x1.25 Value Increase	28	-20 Fabric Spent	45	Quality Chance x2	70		-6 Ether Spent	60	-2 Precious Shell Spent	60	+10% Multicraft Chance	60		1,080	2,395	480	2,790
Ice Queen's Summer Hat	Magician Hat	Snow Day Superior Pack	---	300	11	1,850,000	63,000	17:30:00	29.37	115,000	1.83	1,725	8,625	3,671	371		Tailor	27	Wizard	23	Priestess	20		---	---	354	---	---	---	103	---	34	---		Sigil of Spark	---	1	Boreal Gale	---	3		66	265	---	---	---		Water	---		-20% Craft Time Reduction	6	x1.25 Value Increase	16	-71 Leather Spent	28	-21 Fabric Spent	45	Quality Chance x2	70		-21 Fabric Spent	60	-7 Ether Spent	60	+10% Multicraft Chance	60		1,195	2,650	530	2,950
Exarch Mitre	Magician Hat	---	125	---	12	2,400,000	90,000	25:00:00	26.67	220,000	2.44	3,300	16,500	4,293	384		Tailor	29	Wizard	25	Priestess	22		---	---	387	---	---	---	113	---	41	---		Sigil of True Spark	---	1	Crush Claw	---	2		---	320	---	---	---		Light	---		-20% Craft Time Reduction	6	-77 Leather Spent	14	x1.25 Value Increase	26	-17 Fabric Spent	40	Quality Chance x2	60		-8 Ether Spent	80	-17 Fabric Spent	80	+10% Multicraft Chance	80		1,350	3,000	600	3,290
Sakura Eboshi	Magician Hat	Cherry Blossoms Mega Pack	---	350	12	2,700,000	90,000	25:00:00	30	220,000	2.44	3,300	16,500	4,684	484		Tailor	29	Wizard	25	Priestess	22		---	---	380	---	---	---	110	---	41	---		Sigil of True Spark	---	1	Raw Obsidian	---	2		---	320	20	---	---		Air	---		-10% Craft Time Reduction	6	-76 Leather Spent	14	-10 Ether Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-33 Fabric Spent	80	-20% Craft Time Reduction	80	+10% Multicraft Chance	80		1,430	3,175	635	3,290
Opulent Headdress	Magician Hat	Opulent Chest	---	---	12	4,900,000	90,000	25:00:00	54.44	220,000	2.44	3,300	16,500	4,008	384		Tailor	29	Wizard	25	Priestess	22		349	---	---	---	102	---	---	---	---	31		Opulent Jewel	---	6	Raw Obsidian	---	3		---	320	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-26 Steel Spent	14	-1 Raw Obsidian Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-6 Jewels Spent	80	-1 Opulent Jewel Spent	80	+10% Multicraft Chance	80		1,430	3,175	635	3,290
Phoenix Crest	Magician Hat	Molten Chest	---	---	12	2,600,000	107,400	29:50:00	24.21	230,000	2.14	3,450	17,250	5,488	502		Tailor	30	Wizard	26	Priestess	23		---	---	404	---	---	---	123	---	46	---		Sigil of True Might	---	1	Magma Core	---	2		---	418	---	---	---		---	Phoenix Immortality		-25% Craft Time Reduction	6	-81 Leather Spent	14	x1.25 Value Increase	26	-14 Ether Spent	40	Quality Chance x2	60		-25 Fabric Spent	80	-18 Fabric Spent	80	+10% Multicraft Chance	80		1,375	3,060	610	3,465
Iron Armguards	Gauntlets	---	---	---	1	60	15	00:00:15	4	135	9	2	10	1	8		Blacksmith	1	---	1	---	1		5	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		---	7	---	---	---		---	---		x1.5 Value Increase	7	Blueprint: Plated Gauntlets	18	-1 Iron Spent	32	Quality Chance x2	50	Quality Chance x3	80		-3 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	15	5	15
Plated Gauntlets	Gauntlets	---	1	---	2	410	100	00:01:40	4.1	855	8.55	13	65	13	24		Blacksmith	2	---	1	---	1		12	---	---	---	---	---	---	---	---	---		Iron Pine Cone	---	1	---	---	---		---	20	---	---	---		---	---		-1 Iron Pine Cone Spent	8	Blueprint: Warrior Gauntlets	20	x1.5 Value Increase	36	Quality Chance x2	55	Quality Chance x3	85		-6 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	35	5	55
Warrior Gauntlets	Gauntlets	---	3	---	3	1,300	290	00:04:50	4.48	2,650	9.14	40	200	21	43		Blacksmith	3	---	1	---	1		17	---	9	---	---	---	---	---	---	---		Iron Pine Cone	---	3	---	---	---		---	36	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Demi Gauntlets	32	-3 Iron Spent	50	Quality Chance x3	80		-1 Iron Pine Cone Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	60	10	110
Demi Gauntlets	Gauntlets	---	7	---	4	4,250	590	00:09:50	7.2	5,600	9.49	84	420	42	65		Blacksmith	7	---	1	---	1		30	---	15	---	---	---	---	---	---	---		Plated Gauntlets	Normal	1	Silver Dust	---	3		---	54	---	---	---		---	---		x1.25 Value Increase	8	-6 Iron Spent	20	Blueprint: Knight Gauntlets	36	-25% Craft Time Reduction	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Silver Dust Spent	15		50	110	20	190
Pumpkin Gauntlets	Gauntlets	Halloween Pack	---	100	4	6,000	840	00:14:00	7.14	6,900	8.21	104	520	56	87		Blacksmith	8	---	1	---	1		34	---	---	9	---	---	---	---	---	---		Webbed Wing	---	3	---	---	---		16	62	---	---	---		---	---		x1.25 Value Increase	8	-7 Iron Spent	20	-25% Craft Time Reduction	36	-7 Iron Spent	55	Quality Chance x2	85		-9 Herbs Spent	15	+10% Multicraft Chance	15	-1 Webbed Wing Spent	15		60	130	25	225
Knight Gauntlets	Gauntlets	---	10	---	5	11,500	1,680	00:28:00	6.85	11,500	6.85	173	865	106	98		Blacksmith	11	Master	1	---	1		60	---	---	---	12	---	---	---	---	---		Rustwyrm Scale	---	4	---	---	---		---	82	---	---	---		---	---		-25% Craft Time Reduction	9	-12 Iron Spent	22	Blueprint: Paladin Gauntlets	40	x1.25 Value Increase	60	Quality Chance x2	95		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		80	180	35	335
Santa's Guard Gauntlets	Gauntlets	Merry Christmas Mega Pack	---	120	5	16,000	2,160	00:36:00	7.41	13,500	6.25	203	1,015	150	136		Blacksmith	12	Master	1	---	1		71	---	---	---	16	---	---	---	---	---		Deep Pearl	---	3	---	---	---		---	88	6	---	---		---	---		-20% Craft Time Reduction	9	-14 Iron Spent	22	x1.25 Value Increase	40	-20% Craft Time Reduction	60	Quality Chance x2	95		-3 Steel Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		95	210	40	375
Hands of the Fifth	Gauntlets	Content Pass: Cinco de Mayo 2022	---	120	5	18,500	2,700	00:45:00	6.85	15,500	5.74	233	1,165	193	134		Blacksmith	13	Master	1	---	1		85	---	---	---	25	---	---	---	---	---		Precious Gem	---	6	---	---	---		25	95	---	---	---		---	---		-20% Craft Time Reduction	9	-20 Iron Spent	22	-5 Steel Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Steel Spent	20	+10% Multicraft Chance	20	-1 Precious Gem Spent	20		100	225	45	420
Paladin Gauntlets	Gauntlets	---	15	---	6	22,500	3,300	00:55:00	6.82	17,500	5.3	263	1,315	349	126		Blacksmith	14	Priestess	10	---	4		99	---	---	25	25	---	---	---	---	---		Bronze Fang	---	3	Precious Gem	---	2		---	105	---	---	---		Light	---		-25% Craft Time Reduction	9	-20 Iron Spent	22	Blueprint: Samurai Kote	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Steel Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		110	245	50	465
Sungrasp Gauntlets	Gauntlets	Limestone Chest	---	---	6	46,500	4,200	01:10:00	11.07	20,000	4.76	300	1,500	296	176		Blacksmith	15	Priestess	11	---	5		113	---	---	---	29	---	---	---	---	---		White Sand	---	5	---	---	---		---	147	---	---	---		---	---		-25% Craft Time Reduction	10	-23 Iron Spent	24	x1.25 Value Increase	44	-3 Steel Spent	70	Quality Chance x2	110		-6 Steel Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		140	310	60	515
Landsknecht Gauntlets	Gauntlets	Oktoberfest Pack	---	140	6	48,000	4,200	01:10:00	11.43	20,000	4.76	300	1,500	296	167		Blacksmith	15	---	11	---	5		113	---	---	---	29	---	---	---	---	---		Thief's Gloves	Normal	1	Moon Crystal	---	4		---	110	7	---	---		---	---		-25% Craft Time Reduction	10	-23 Iron Spent	24	x1.25 Value Increase	44	-6 Steel Spent	70	Quality Chance x2	110		-6 Steel Spent	25	+10% Multicraft Chance	25	-1 Moon Crystal Spent	25		160	355	70	515
Samurai Kote	Gauntlets	---	25	---	7	69,000	6,000	01:40:00	11.5	25,000	4.17	375	1,875	622	150		Blacksmith	17	Master	13	---	7		141	---	70	---	36	---	---	---	---	---		Star Metal	---	4	---	---	---		---	125	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Iron Spent	24	Blueprint: General Gauntlets	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		190	420	85	620
Republic Gauntlets	Gauntlets	Republic Day Mega Pack	---	160	7	82,500	7,800	02:10:00	10.58	27,500	3.53	413	2,065	791	202		Blacksmith	18	Master	14	---	8		155	---	78	---	39	---	---	---	---	---		Evil Eye	---	4	---	---	---		---	135	8	---	---		---	---		-25% Craft Time Reduction	10	-31 Iron Spent	24	x1.25 Value Increase	44	-16 Leather Spent	70	Quality Chance x2	110		-16 Leather Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		205	460	90	675
Fruity Gauntlets	Gauntlets	Fruity Mega Pack	---	160	7	91,500	9,000	02:30:00	10.17	30,500	3.39	458	2,290	884	196		Blacksmith	19	Master	15	---	9		---	42	---	160	---	---	---	42	---	---		Silk Scarab	---	4	---	---	---		35	140	---	---	---		Water	---		-25% Craft Time Reduction	10	-11 Oils Spent	24	x1.25 Value Increase	44	-40 Herbs Spent	70	Quality Chance x2	110		-1 Silk Scarab Spent	30	+10% Multicraft Chance	30	-42 Wood Spent	30		215	480	95	735
General Gauntlets	Gauntlets	---	35	---	8	185,000	16,800	04:40:00	11.01	40,500	2.41	608	3,040	896	198		Blacksmith	21	Master	17	---	12		214	---	---	---	57	---	---	---	---	8		Ancient Marble	---	5	White Sand	---	4		---	165	---	---	---		---	---		-25% Craft Time Reduction	11	-43 Iron Spent	28	Blueprint: Berserker Gauntlets	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Jewels Spent	35	+10% Multicraft Chance	35	-4 White Sand Spent	35		305	675	135	925
Berserker Gauntlets	Gauntlets	---	45	---	9	305,000	18,000	05:00:00	16.94	47,500	2.64	713	3,565	1,224	222		Blacksmith	22	Master	18	---	15		244	---	---	---	67	---	---	---	---	13		Ghastly Pennant	---	4	Bronze Fang	---	4		---	185	---	---	---		---	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	Blueprint: Juggernaut Grip	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 Bronze Fang Spent	40	+10% Multicraft Chance	40		385	860	170	1,065
Luxurious Gauntlets	Gauntlets	Luxurious Chest	---	---	9	530,000	21,600	06:00:00	24.54	51,500	2.38	773	3,865	1,589	228		Blacksmith	23	Master	19	---	16		259	---	---	---	72	---	---	---	---	16		Golden Artifact	---	5	Precious Gem	---	16		---	190	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-52 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-8 Precious Gem Spent	40	+10% Multicraft Chance	40		380	840	170	1,140
Juggernaut Grip	Gauntlets	---	60	---	10	600,000	31,200	08:40:00	19.23	60,000	1.92	900	4,500	1,909	252		Blacksmith	25	Master	21	Jeweler	18		290	---	---	---	82	---	---	---	---	22		Deep Coral	---	5	Overgrown Vine	---	4		---	210	---	---	---		Fire	---		-20% Craft Time Reduction	10	-58 Iron Spent	26	Blueprint: Celesteel Gauntlets	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-4 Overgrown Vine Spent	45	+10% Multicraft Chance	45		800	1,780	355	2,335
Winter's Touch	Gauntlets	Winter Festivities Mega Pack	---	250	10	645,000	37,200	10:20:00	17.34	64,500	1.73	968	4,840	2,451	308		Blacksmith	25	Master	21	Jeweler	18		306	---	---	---	87	---	---	---	---	25		Crystal Lullaby	---	4	Rustwyrm Scale	---	4		55	220	---	---	---		Water	---		-20% Craft Time Reduction	9	-61 Iron Spent	22	x1.25 Value Increase	40	-17 Steel Spent	65	Quality Chance x2	100		-5 Jewels Spent	45	-4 Rustwyrm Scale Spent	45	+10% Multicraft Chance	45		830	1,845	370	2,480
Celesteel Gauntlets	Gauntlets	---	85	---	11	1,200,000	53,400	14:50:00	22.47	110,000	2.06	1,650	8,250	2,889	324		Blacksmith	27	Master	23	Jeweler	20		338	---	---	---	98	---	---	---	---	31		Sigil of Might	---	1	Zirconia Eggshell	---	3		---	270	---	---	---		Light	---		-20% Craft Time Reduction	6	-68 Iron Spent	16	Blueprint: Vermilion Guard Might	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		970	2,155	430	2,790
Gaia's Hold	Gauntlets	Gaia's Superior Offer	---	300	11	1,300,000	53,400	14:50:00	24.34	110,000	2.06	1,650	8,250	3,218	409		Blacksmith	27	Master	23	Jeweler	20		338	---	---	---	98	---	---	---	---	31		Sigil of Might	---	1	Ancient Marble	---	6		---	270	17	---	---		Earth	---		-20% Craft Time Reduction	6	-68 Iron Spent	16	x1.25 Value Increase	28	-20 Steel Spent	45	Quality Chance x2	70		-6 Jewels Spent	60	-3 Ancient Marble Spent	60	+10% Multicraft Chance	60		1,005	2,235	445	2,790
Vanguard Gauntlets	Gauntlets	Goodbye Summer Superior Pack	---	300	11	1,500,000	63,600	17:40:00	23.58	120,000	1.89	1,800	9,000	9,057	392		Blacksmith	27	Master	23	Jeweler	20		354	---	304	254	---	---	---	---	---	---		Sigil of Might	---	1	Boreal Gale	---	3		70	280	---	---	---		Earth	---		-20% Craft Time Reduction	6	-71 Iron Spent	16	x1.25 Value Increase	28	-61 Leather Spent	45	Quality Chance x2	70		-51 Herbs Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,080	2,395	480	2,950
Huscarl Gauntlets	Gauntlets	Valhalla Mega Pack	---	300	11	1,700,000	63,600	17:40:00	26.73	120,000	1.89	1,800	9,000	3,671	426		Blacksmith	27	Master	23	Jeweler	20		354	---	---	---	103	---	---	---	---	34		Sigil of Might	---	1	Crystal Lullaby	---	4		---	280	18	---	---		Water	---		-20% Craft Time Reduction	6	-106 Iron Spent	16	x1.25 Value Increase	28	-31 Steel Spent	45	Quality Chance x2	70		-7 Jewels Spent	60	-1 Crystal Lullaby Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,950
Vermilion Guard Might	Gauntlets	---	125	---	12	2,450,000	108,600	30:10:00	22.56	235,000	2.16	3,525	17,625	4,930	426		Blacksmith	30	Master	26	Jeweler	23		404	---	---	---	123	---	---	---	---	46		Sigil of True Might	---	1	Crush Claw	---	3		---	355	---	---	---		Fire	Phoenix Immortality		-20% Craft Time Reduction	6	-81 Iron Spent	14	x1.25 Value Increase	26	-31 Steel Spent	40	Quality Chance x2	60		-9 Jewels Spent	80	-1 Crush Claw Spent	80	+10% Multicraft Chance	80		1,365	3,030	605	3,465
